repo_id,name,owner,stars,forks,language,topics,description,industry_code,industry_name,industry_confidence
861473283,ansible-workstation,JuanOrbegoso,3,0,Jinja,"ansible, ansible-playbook, debian, linux, ubuntu, workstation, xfce4",Set up a fully featured Workstation using a single Ansible script 🚀,J,Information and communication,high
744236414,GraphV,nhrot-fc,3,0,C,,GraphVisualizer,M,"Professional, scientific activities",medium
30595975,VaadinSpringShiroMongoDB,jvalenciag,3,0,Java,,Example of integration,J,Information and communication,medium
1159937981,moodle-local_integrationhub,x-name15,3,0,PHP,"amqplib, api-gateway, api-rest, architecture-srv, event-driven, gateway, integration-hub-for-moodle, lms-algorithm, lms-website, microservices, microservices-architecture, middleman, moodle, moodle-integration-hub, moodle-local, moodle-plugin, moodle-plugins",Integration Hub is a local Moodle plugin designed to centralize and manage outgoing integrations with external microservices,P,Education,high
615890725,code-xplain-extension,willianuk,3,0,TypeScript,,Codexplain is a Chrome extension that uses OpenAI's API to provide detailed explanations of any code on a web page. Simply select the code and a popover will appear with relevant information.,J,Information and communication,high
1456622,SimpleZend,jfabian,3,0,,,Library for Zend Framework usage Simplepie,J,Information and communication,high
318297466,t-rext,utec,3,4,Java,,T-Rext is a java framework which allows you to automate rest APIs with a rich set of fluent assertions. Its natural assertions and truly helpful error messages improves test code readability and is designed to be super easy for even non-programmers.,J,Information and communication,high
418268274,login_android-studio-PHP_MYSQL,guerrerosystem,3,3,Java,,login php mysql,J,Information and communication,high
818452203,algorithms-masterclass,deep-skill,3,1,Jupyter Notebook,,Algorithm & Data Structures Masterclass,M,"Professional, scientific activities",high
755596371,apple-jwt-generator,ubinatus,3,0,TypeScript,,Yet another package to generate an Apple Secret for SIWA.,J,Information and communication,high
535112566,diamond-diff,ubinatus,3,0,TypeScript,,Tool to compare an EIP-2535 Diamond against another Diamond,K,Financial and insurance activities,high
909120845,sihsalus-distro-referenceapplication,sihsalus,3,0,Shell,,"The reference distribution of the OpenMRS EMR application for Peru HCE distro ""SIH SALUS""",Q,Human health and social work,high
1098552096,SPADE-Demo-Planes,LiamQuinoNeff,3,0,Python,"agents, air-traffic, demo, education, multi-agent, python, simulation, spade, xmpp",Simulación de control de tráfico aéreo con agentes SPADE (Python) en donde se coordinan aterrizajes con agentes de Torre y Aviones.,H,Transportation and storage,high
673459927,LiamQuinoNeff,LiamQuinoNeff,3,0,,"config, github-config",Config files for my GitHub profile.,J,Information and communication,high
238547288,newsweek-clone,bren2102,3,0,HTML,"bootstrap, html",This is an HTML website using bootstrap that matches the appearance of the website Newsweek,J,Information and communication,high
235152024,Building-with-backgrounds-and-gradients,bren2102,3,0,HTML,,,J,Information and communication,high
985742349,cmm-documentation,GunpowderGuy,3,0,Haskell,,GSoC project to documment and improve the tooling for cmm ( GHC ),J,Information and communication,high
888796551,fresh-disk-ann,jjordanoc,3,0,C++,,,J,Information and communication,low
762816711,double-pendulum-fractal,jjordanoc,3,0,Fortran,"fractals, open-mpi, parallelism, physics-simulation",Implementation of the double pendulum fractal with parallelism for simulation,M,"Professional, scientific activities",high
1167074785,beca18-consulta,raulsedano2410,3,1,TypeScript,,,J,Information and communication,low
98238872,react-digital-music,vanessapr,3,1,JavaScript,"firebase, foundation-sites, nodejs, react, react-redux, redux-saga, sass",A small application made with react tools and Firebase,R,"Arts, entertainment and recreation",high
173360769,MPM,dpalominop,3,0,C,,Implementation of the Material Point Method using C++ and Cuda.,C,Manufacturing,medium
165146762,PTAM,dpalominop,3,0,C++,,PTAM using C++ with supported for linux,M,"Professional, scientific activities",medium
898023061,firmaperu-invoker,jumanor,3,4,Go,"firma, firmaperu","Motor de Firma Digital - Firma Perú Invoker - SGTD PCM, permite firmar varios documentos digitales con DNIe y certificados de persona jurídica. El proceso de firma es transparente y natural para los usuarios.",O,Public administration and defense,high
36377400,sisacademico,jumanor,3,2,JavaScript,, Aplicativo para probar Intel XDK App Framework con Phonegap y Node,P,Education,medium
126720616,CoffeeMakerKotlin,ivanph1017,3,0,Kotlin,"android, coffee, coffee-machine, coffeemaker, firebase, firebase-database, gpio, javacript, kotlin, nodejs, raspberry, raspberry-pi, raspberry-pi-3, raspberrypi, sensor","This is part of a project to manage a coffee maker at home from a Android mobile phone. It's made up of an Android app written in Kotlin as the front-end, Firebase service as the back-end and Raspberry PI 3 as a single board computer with a script written in Javascript running on Node.JS and integrated to a coffee maker with water level sensors.",I,Accommodation and food services,high
620465643,portfolio,carlosdtn,3,0,TypeScript,"nextjs13, tailwindcss, typescript",My personal portfolio showcasing my work and projects 📁,J,Information and communication,high
234424589,react-rails-events,AnthonyTC89,3,0,JavaScript,,Final capstone project,J,Information and communication,medium
231661315,react_calculator,AnthonyTC89,3,0,JavaScript,,,J,Information and communication,high
215152843,Facebook_Like,AnthonyTC89,3,2,Ruby,,Facebook-like social network application.,J,Information and communication,high
534865285,taller-python-linguistas,lab-humanidades-digitales-pucp,3,6,Jupyter Notebook,"computational-linguistics, digital-humanities, linguistics, pucp, python",Introducción a la lingüística computacional con Python,M,"Professional, scientific activities",high
992168351,Finovate-beta,samuelbonifacio015,3,0,TypeScript,,Finovate App,K,Financial and insurance activities,high
987750460,JavaScript-From-0-to-100,samuelbonifacio015,3,0,JavaScript,,JavaScript From 0 to 100,J,Information and communication,high
972786819,AguaConnect,samuelbonifacio015,3,0,CSS,,Landing Page de AguaConnect ,E,Water supply; sewerage,high
831762485,landing-page,mtocommunity,3,4,Astro,"community-project, landing-page, manytoone, mto, website",Landing page of Many To One Community,S,Other service activities,medium
565913360,Catalog-of-my-things,cmolinan,3,1,Ruby,,"In this project, we created a console app that will help you to keep a record of different types of things you won: books, music albums, movies, and games. Everything based on the UML class diagram. The data stored in JSON files but we also prepared a database with tables structure analogical to our program's classes structure.",R,"Arts, entertainment and recreation",high
451444595,fcl-nuxt-starter,brunogonzales,3,3,Vue,"flow, nuxt, nuxtjs, vue",Starter Nuxt template with Flow Client Library pre-installed.,J,Information and communication,high
668446502,programacion02,JesusHuayhua,3,1,C++,"cpp, programming-language, university-course",Resumen de las clases y resolucion de evaluaciones pasadas,P,Education,high
639682210,mailing_system,Wusinho,3,0,Ruby,,"Automate email storage, prevent duplicates, validate email format, enforce preference selection, and confirm subscriptions via email. Verify email existence using API score. Enable internationalization for landing page. Engage users with survey for discount coupon.",J,Information and communication,high
239841891,01-devProject-back,cristhianLaurente,3,0,TypeScript,,,J,Information and communication,low
637893499,ani_expanded_container,williamscafdev,3,0,C++,,dynamic container animation on hover,J,Information and communication,high
622130529,MaestroDetalleSqlServer,programadorescs,3,1,Kotlin,,"Ejemplo de una aplicación de maestro-detalle que utiliza SQL Server como base de datos y el controlador JTDS para conectarse a la misma, ademas de implementar el patrón MVVM e inyección de dependencias con Dagger Hilt.",J,Information and communication,medium
350086729,ruby-e1-calencli,kenqefh,3,0,Ruby,"calendar, cli, rubocop, ruby, teamwork",A project of calendar in CLI,J,Information and communication,high
294519800,CS-GO-Observer-Custom-HUD,DeivyPereira,3,0,JavaScript,,Observer Custom HD de Counter Strike realizado para @5KSports - DeivyPereira,R,"Arts, entertainment and recreation",high
969376705,ksp-devexp,gyosida,3,0,Kotlin,,,J,Information and communication,low
711549330,app-alerta-sullana,peteragurto,3,0,Kotlin,,"Proyecto de aplicación nativa Android para ayudar a resolver la problemática delictiva en la ciudad de Sullana, Perú.",O,Public administration and defense,high
1066110450,wowiplat,ieeecsutp,3,0,JavaScript,,,J,Information and communication,low
915161018,utec-class-notes,dfigueroaw,3,0,,,A curated collection of open-source class notes for various Computer Science courses at UTEC,P,Education,high
931671734,VLM-Privacy,Artcs1,3,0,Python,,[COLM'25] Beyond Blanket Masking: Examining Granularity for Privacy Protection in Images Captured by Blind and Low Vision Users,Q,Human health and social work,medium
366543863,Spherical-Transformer-for-classification-on-sphericalimages,Artcs1,3,0,Jupyter Notebook,,,M,"Professional, scientific activities",medium
529415627,components,idbi,3,0,TypeScript,,,J,Information and communication,low
970470572,ubigeos_peru,MichaelSuarez0,3,2,Python,"csv, departamentos, distritos, inei, peru, provincias, python, reniec, ubigeo","API y base de datos de departamentos, provincias y distritos del Perú (UBIGEO) actualizada al 2025 para INEI y RENIEC.",O,Public administration and defense,high
1031043447,Phosphorium,Kimiberry64,3,1,C,,"A 7 payload PRGBQUAD hybrid I did in C. For entertainment purposes only,",R,"Arts, entertainment and recreation",medium
372673417,ansible-role-pgagent,jegj,3,0,,"ansible, debian, pgagent, postgresql, systemd, ubuntu",Install pg agent as Systemd unit on Ubuntu/Debian,J,Information and communication,high
765749884,image-gallery-next,ALauraOliva,3,0,TypeScript,,"minimalist image gallery with Next.js, GSAP, Tailwind CSS and Unsplash API",R,"Arts, entertainment and recreation",high
376133573,asr-htk-quechua,Llamacha,3,3,,"low-resource-languages, quechua, speech-recognition, speech-to-text",ASR for quechua language is an open source which can run in real time using HTK toolkit.,J,Information and communication,high
1132495687,t9nKit,plasenca-d,3,0,TypeScript,"i18n, typescript, vanilla-js","A lightweight, universal translation toolkit for JavaScript. Built to work seamlessly on both server and client environments.",J,Information and communication,high
989358307,nestjs-prisma-pro-starter,plasenca-d,3,0,TypeScript,,"Starter kit para APIs escalables con NestJS y Prisma. Autenticación avanzada, uploads a Cloudflare R2 y patrones enterprise.",J,Information and communication,high
273726287,IDEA_Extraccion_valor_clave,jorgechavez6816,3,0,Jupyter Notebook,"caseware, clave, extraccion, ideacript, python, valor",Procedimiento en IDEAScript y su traducción en python de la extracción con valor clave.,M,"Professional, scientific activities",medium
273510738,minsa_sinadef_covid19,jorgechavez6816,3,1,Jupyter Notebook,"fallecidos, minsa, python, sinadef",Obtención de información de datos de fallecidos del Sinadef,Q,Human health and social work,high
273271414,minem_directorios,jorgechavez6816,3,2,Inno Setup,"excel, minem, python, xls","Obtención de información en formato excel, xls, del Ministerio de Energia y Minas del Perú",B,Mining and quarrying,high
287067097,The-Rick-and-Morty-Wiki,MarycieloParionaBernaola,3,1,JavaScript,"array-methods, css3, flexbox, html5, javascript, jest-tests, jira, mediaqueries, responsive-design, scrum, usability-testing, user-stories, ux-research","Web app in which users of the Rick and Morty series can see, search, sort and filter cards with information of interest about the characters.",R,"Arts, entertainment and recreation",high
637494089,spring-boot-starter-jdbc-repository,cmeza20,3,2,Java,,"Jdbc template repositories, inspired by Spring data Jpa",J,Information and communication,high
3925363,django-charts,soad241,3,3,Python,,,J,Information and communication,medium
1329507,brabeion,soad241,3,0,Python,,a badges app for Django,J,Information and communication,high
1239488,django-request-lite,soad241,3,0,JavaScript,,"django-request is a statistics module for django. It stores requests in a database for admins to see, it can also be used to get statistics on who is online etc.",J,Information and communication,high
103044638,MiApp,AbelVasquezYuto,3,0,Java,,,J,Information and communication,low
55577101,atomic-core,luissardon,3,0,JavaScript,,OOP Javascript Library for Building Components Under the Atomic Design System for The Atomic Project,J,Information and communication,high
